ID,Topic ID,Topic Template ID,Duration,Technologies Topic - Topic → Created At,Technologies Topic - Topic → Created By ID,Technologies Topic - Topic → ID,Technologies Topic - Topic → Ordering,Technologies Topic - Topic → Parent ID,Technologies Topic - Topic → Tag Gable Topic,Technologies Topic - Topic → Title,Technologies Topic - Topic → Tree ID,Assignments Assignment Question Topic Mapping - Topic → Assignment Question ID,Assignments Assignment Question Topic Mapping - Topic → ID,Assignments Assignment Question Topic Mapping - Topic → Mandatory,Assignments Assignment Question Topic Mapping - Topic → Question Difficulty Type,Assignments Assignment Question Topic Mapping - Topic → Topic ID,Assignments Assignment Question Topic Mapping - Topic → Question Utility Type,Assignments Assignment Question Topic Mapping - Topic → Relevance,Assignments Assignment Question Topic Mapping - Topic → Main Topic,Assignments Assignment Question - Assignment Question → Created At,Assignments Assignment Question - Assignment Question → Created By ID,Assignments Assignment Question - Assignment Question → Deleted By ID,Assignments Assignment Question - Assignment Question → ID,Assignments Assignment Question - Assignment Question → Input,Assignments Assignment Question - Assignment Question → Peer Reviewed,Assignments Assignment Question - Assignment Question → Peer Reviewed By ID,Assignments Assignment Question - Assignment Question → Question For Assignment Type,Assignments Assignment Question - Assignment Question → Question Image,Assignments Assignment Question - Assignment Question → Question Text,Assignments Assignment Question - Assignment Question → Question Title,Assignments Assignment Question - Assignment Question → Question Type,Assignments Assignment Question - Assignment Question → Verified,Assignments Assignment Question - Assignment Question → Rating,Assignments Assignment Question - Assignment Question → Difficulty Type
129341,2179,489,0 years 0 mons 0 days 1 hours 0 mins 0.0 secs,2022-06-29T13:17:35.439905+05:30,632022,2179,1062,,true,Python operators,1703,846,21911,false,2,2179,1,10,true,2020-06-20T07:11:38.631516+05:30,14817,,846,"Since this will be a functional problem, you don't have to take input. You have to complete the function 
 <b>operations()</b> that takes the integer x and y as parameters.

<b>Constraints:</b>
1 &le; y &le; x &le;1000
<b> It is guaranteed that x will be divisible by y.</b>",true,664,"{1,3}",,"Given two integers x and y, your task is to calculate values for each of the following operations:- x + y, x - y, x * y, x/y",Operators - Python,3,true,1395,2
129341,2179,489,0 years 0 mons 0 days 1 hours 0 mins 0.0 secs,2022-06-29T13:17:35.439905+05:30,632022,2179,1062,,true,Python operators,1703,839,21680,false,2,2179,1,10,true,2020-06-19T19:16:19.334263+05:30,14817,,839,"The first line of the input contains the side of the square.

<b>Constraints:</b>
1 <= side <=100",true,664,{1},,"Given a side of a square, your task is to calculate and print its area.",Area of Square,3,true,1403,2
129341,2179,489,0 years 0 mons 0 days 1 hours 0 mins 0.0 secs,2022-06-29T13:17:35.439905+05:30,632022,2179,1062,,true,Python operators,1703,755,20918,false,2,2179,2,0,true,2020-05-21T01:07:12.480841+05:30,26956,,755,"The first line of the input contains 2 integers a and b.

<b>Constraints:</b>
1 <= a, b <= 100",true,14817,{1},,"Given two integers a and b, your task is to check following conditions:-
<ul>
	<li>&nbsp;If a &lt;= 10 and b &gt;= 10 (Logical AND).</li>
	<li>&nbsp;Atleast one from a or b will be even (Logical OR).</li>
	<li>&nbsp;If a is not equal to b (Logical NOT).</li>
</ul>
<br />
Note: The variables values are already stored in a &amp; b.",Logical operators,3,true,760,2
129341,2179,489,0 years 0 mons 0 days 1 hours 0 mins 0.0 secs,2022-06-29T13:17:35.439905+05:30,632022,2179,1062,,true,Python operators,1703,9477,19038,false,2,2179,2,10,true,2023-08-15T17:22:11.654467+05:30,151500,,9477,"The only line of the input contains a single integer representing N

<b>Constraints</b>
1 ≤ N ≤ 10<sup>9</sup>",true,736014,{1},,"Given a number <strong>N</strong>, perform a sequence of operations as described below and calculate the final result:
<ul>
	<li>Multiply the number by 2.</li>
	<li>Add 10 to the result.</li>
	<li>Divide the result by 2.</li>
	<li>Subtract the original number from the result.</li>
</ul>",Number Transformation Sequence,3,true,1272,2
129341,2179,489,0 years 0 mons 0 days 1 hours 0 mins 0.0 secs,2022-06-29T13:17:35.439905+05:30,632022,2179,1062,,true,Python operators,1703,9479,19037,false,2,2179,1,0,true,2023-08-15T21:45:52.937409+05:30,151500,,9479,"The only line of the input contains a single integer representing a 4 digit number N.

Constraints
1000 &le; N &le; 9999",true,736014,{1},,"Given a 4- digit number, calculate and print the sum of its individual digits using only variables and operators.",Sum of Digits in a Number,3,true,1423,2
129341,2179,489,0 years 0 mons 0 days 1 hours 0 mins 0.0 secs,2022-06-29T13:17:35.439905+05:30,632022,2179,1062,,true,Python operators,1703,1986,10792,false,2,2179,2,0,true,2022-01-21T03:17:51.798017+05:30,334015,,1986,"Input value of a.

<b>Constraints</b>
1000 <= a <= 9999",true,1510703,{1},,"Implement a Python function or program that reads the integer <b>&#39;a&#39;</b>&nbsp;from the user and performs the series of operations specified in the formula to calculate the final result.. <b>Note:</b> The value of <strong>&#39;a&#39;</strong> at any point of time is integer only.<br />
<br />
<strong>a=((((a+8)//3)%5)*5)</strong>",Integer Value Transformation,3,true,1206,2
129341,2179,489,0 years 0 mons 0 days 1 hours 0 mins 0.0 secs,2022-06-29T13:17:35.439905+05:30,632022,2179,1062,,true,Python operators,1703,2054,10794,false,2,2179,2,0,true,2022-02-23T01:21:27.140727+05:30,26956,,2054,"You don't have to take input, variables are already stored in A and B
<b>Constraints</b>:-
1 <= A, B <= 1000",true,334015,{1},,"Sara is trying a new magic trick on you, The magic trick goes in 6 steps are:-<br />
1. Think of a number X(don&#39;t tell Sara)<br />
2. Add A(Given by Sara) to it.<br />
3. Double the sum in your mind.<br />
4. Add an even number B(Given by Sara) to it.<br />
5. Half the amount<br />
6. Subtract the initial number which you had taken from the sum<br />
<br />
<b>Note: B is always even. </b>",Magic Trick,3,true,1233,2
129341,2179,489,0 years 0 mons 0 days 1 hours 0 mins 0.0 secs,2022-06-29T13:17:35.439905+05:30,632022,2179,1062,,true,Python operators,1703,1985,10790,true,2,2179,2,10,true,2022-01-21T03:03:28.399365+05:30,334015,,1985,"First line contains four variables a, b, c and d. 

<b>Constraints</b>
1<= a, b, c, d <= 100

",true,14817,{1},,"<p>Ram, a Class V student, has completed an exam with four subjects, each carrying a maximum of 100 marks. He performed exceptionally well in his exam. However, when asked about the percentage he obtained, Ram faced difficulty in calculating it. He needs your help to determine his overall percentage (rounded down to the nearest whole number) based on the marks obtained in the four subjects: a,b,c, and d. Could you assist Ram in calculating his overall percentage achieved in the exam?</p>",Calculating Ram's Exam Percentage,3,true,1244,2
129341,2179,489,0 years 0 mons 0 days 1 hours 0 mins 0.0 secs,2022-06-29T13:17:35.439905+05:30,632022,2179,1062,,true,Python operators,1703,1395,6407,false,2,2179,1,10,true,2021-01-20T19:19:44.401652+05:30,26956,,1395,"You don't need to take any input , you just need to complete the function simple_sum() which takes num1, num2, num3 as parameters. 

Constraints:-
1 <= num1, num2, num3 <= 100",true,14817,{1},,"Complete the function simple_sum() which takes in three numbers num1,num2, and num3, and prints out the sum of these three numbers.",Simple Sum,3,true,987,2
129341,2179,489,0 years 0 mons 0 days 1 hours 0 mins 0.0 secs,2022-06-29T13:17:35.439905+05:30,632022,2179,1062,,true,Python operators,1703,3958,10160,false,1,2179,1,10,true,2022-09-01T13:02:54.152527+05:30,714721,,3958,"The first line contains the first number.
The second line contains the second number.

Constraints:
-100000<=n<=100000",true,14817,{1},,"Write a program to find bitwise( OR, AND, XOR) of two given numbers.",Bitwise,3,true,0,1
138281,2178,489,0 years 0 mons 0 days 2 hours 0 mins 0.0 secs,2022-06-29T13:17:23.122781+05:30,632022,2178,1061,,true,Python datatypes and variables,1702,747,20915,false,2,2178,2,10,true,2020-05-20T01:21:14.03434+05:30,26956,1541926,747,"You don't have to take any input, 

Constraints:-
-10^3 <= F <= 10^3

<b>Note:-</b> It is guaranteed that F - 32 will be a multiple of 9.",true,14817,{1},,"Given a temperature of F in Fahrenheit, your task is to convert it into Celsius using the following equation:- T(&deg;c) = (T(&deg;f) - 32)*5/9",Fahrenheit to Celsius,3,true,722,2
172077,4183,489,0 years 0 mons 0 days 0 hours 0 mins 0.0 secs,2023-11-22T01:05:23.967483+05:30,1445185,4183,2807,,true,Transfer Statements (Python),2808,11608,22103,false,2,4183,1,10,true,2023-11-27T13:53:06.465884+05:30,1541926,,11608,Enter an integer,true,1493278,{1},,"Write a Python program that takes an integer <code>n</code> (1 &lt;= n &lt;= 10) as input and prints the square of each number from 1 to n. However, skip the squares that are divisible by 3.",Skip squares divisible by 3,3,true,0,2
172077,4183,489,0 years 0 mons 0 days 0 hours 0 mins 0.0 secs,2023-11-22T01:05:23.967483+05:30,1445185,4183,2807,,true,Transfer Statements (Python),2808,11508,21958,false,3,4183,2,10,true,2023-11-22T07:47:49.512018+05:30,1541926,,11508,There is no specific input for this problem. The program should use a for loop to iterate through numbers and find the first 10 prime numbers.,true,1493278,{1},,"<p>Write a Python program to find and display the first 10 prime numbers. Use a <code>for</code> loop to iterate through numbers, and utilize transfer statements (<code>break</code>, <code>continue</code>, or <code>pass</code>) to control the flow of your program.<br />
<br />
Assuming that the first 10 prime numbers are within the range of 2 to 100</p>",Unveiling the First 10 Primes,3,true,0,3
172077,4183,489,0 years 0 mons 0 days 0 hours 0 mins 0.0 secs,2023-11-22T01:05:23.967483+05:30,1445185,4183,2807,,true,Transfer Statements (Python),2808,11518,21977,false,2,4183,2,10,true,2023-11-22T12:34:18.702938+05:30,1541926,,11518,The program takes a space-separated sequence of integers as input in a single line.,true,1493278,{1},,"Write a Python program that takes a space-separated sequence of integers as input from the user, calculates the sum of even numbers, and stops when a negative number is encountered. Once a negative number is entered, the program should print the sum of all even numbers entered before it.<br />
&nbsp;
<p>&nbsp;</p>",Even Sum Finder,3,true,0,2
172077,4183,489,0 years 0 mons 0 days 0 hours 0 mins 0.0 secs,2023-11-22T01:05:23.967483+05:30,1445185,4183,2807,,true,Transfer Statements (Python),2808,11509,21961,true,4,4183,2,10,true,2023-11-22T08:49:52.723959+05:30,1541926,,11509,A single positive integer N.,true,1493278,{1},,"Write a Python program to find the sum of the squares of all even numbers from 1 to N (inclusive), excluding those that are divisible by 3, where N is a user-input positive integer. Implement the solution using a <code>while</code> loop and incorporate transfer statements to control the flow of execution.
<p><strong>Constraints:</strong></p>

<ul>
	<li>The input integer N (1 &lt;= N &lt;= 100).</li>
</ul>",Challenging Even Squares,3,true,0,4
129343,2181,489,0 years 0 mons 0 days 2 hours 0 mins 0.0 secs,2022-06-29T13:20:08.499235+05:30,632022,2181,1064,,true,Python loops,1705,11586,22289,false,3,2181,2,10,true,2023-11-25T13:55:35.973261+05:30,1541261,,11586,"Enter the minimum value in the first line,
Enter the maximum value un the second line.",true,1493278,{1},,"<p>In a small town named Arithmetica, there are two neighboring communities: the Odds and the Evens. The town mayor, Mr. Mathias, is organizing a community fair where both the Odds and the Evens have decided to participate by showcasing their unique talents in mathematics.</p>

<p>Task: As part of the fair&#39;s pre- event activities, Mr. Mathias has asked the residents to calculate the total sum of even and odd numbers within a specific range. Your task is to write a program that helps the residents of Arithmetica compute the sum of even and odd numbers separately within the provided range.<br />
<br />
&nbsp;</p>",Arithmetica's Community Fair,3,true,0,3
129343,2181,489,0 years 0 mons 0 days 2 hours 0 mins 0.0 secs,2022-06-29T13:20:08.499235+05:30,632022,2181,1064,,true,Python loops,1705,10099,22248,false,4,2181,2,10,true,2023-09-19T02:15:43.152508+05:30,822046,,10099,"A list of integers deck, where deck[i] represents the number written on the ith card.",true,1541261,{5},,"You are given an integer array deck where deck[i] represents the number written on the ith card. Your task is to determine if it&#39;s possible to partition the cards into one or more groups, where each group contains exactly x cards (where x &gt; 1), and all cards within the same group have the same integer written on them. Return True if such a partition is possible, or False otherwise.",Group of Cards,3,true,0,4
129343,2181,489,0 years 0 mons 0 days 2 hours 0 mins 0.0 secs,2022-06-29T13:20:08.499235+05:30,632022,2181,1064,,true,Python loops,1705,3951,22244,false,3,2181,2,10,true,2022-09-01T10:39:58.927339+05:30,334015,,3951,The first string of the input is data and the second string is pattern.,true,14817,{5},,"You are given a chunk of data in the form of string. Your task is to match a given pattern from the data and return the number of times the pattern is matched in the data. <b>Function Description</b> Complete the function <b>count_pattern()</b> in the editor below. The function takes 2 parameters in the form of String. - <b>data</b> - <b>pattern</b> Return : - int : It should return the count of pattern matches in the data <b>Note :</b> If the input instance is empty string `&quot;&quot;`, then it should return &quot;Empty&quot;.",Pattern Matching,3,true,0,3
129343,2181,489,0 years 0 mons 0 days 2 hours 0 mins 0.0 secs,2022-06-29T13:20:08.499235+05:30,632022,2181,1064,,true,Python loops,1705,10029,22235,false,3,2181,2,10,true,2023-09-16T06:04:21.447462+05:30,822046,,10029,A list of non- negative integers nums (1 <= len(nums) <= 100) representing the array of elements.,true,821571,{5},,"You are given a non- negative integer array nums. In each operation, you can choose a positive integer x that is less than or equal to the smallest non- zero element in nums. You then subtract x from every positive element in nums. Your goal is to find the minimum number of operations required to make every element in nums equal to 0.",Each Element is Zero,3,true,0,3
129343,2181,489,0 years 0 mons 0 days 2 hours 0 mins 0.0 secs,2022-06-29T13:20:08.499235+05:30,632022,2181,1064,,true,Python loops,1705,10028,22234,false,2,2181,2,10,true,2023-09-16T05:41:50.625557+05:30,822046,,10028,A single integer num (-10^4 <= num <= 10^4) representing the target integer.,true,821571,{5},,"You are given an integer num, and your task is to find three consecutive integers that sum to num and return them as a list sorted in ascending order. If it&#39;s not possible to express num as the sum of three consecutive integers, return an empty list.",Find Consecutive Integers Summing to a Given Number,3,true,0,2
129343,2181,489,0 years 0 mons 0 days 2 hours 0 mins 0.0 secs,2022-06-29T13:20:08.499235+05:30,632022,2181,1064,,true,Python loops,1705,10027,22233,false,3,2181,2,10,true,2023-09-16T04:54:23.02848+05:30,822046,,10027,A single positive integer n (1 <= n <= 2 * 10^9) representing the integer to be checked for being a Tricky number.,true,1541261,{5},,"You are given a positive integer n. An tricky number is defined as a positive integer whose prime factors are limited to 2, 3, and 5. Your task is to determine whether the given integer n is an Tricky number.",Tricky Factors,3,true,0,3
129343,2181,489,0 years 0 mons 0 days 2 hours 0 mins 0.0 secs,2022-06-29T13:20:08.499235+05:30,632022,2181,1064,,true,Python loops,1705,4026,22063,false,2,2181,2,10,true,2022-09-06T16:38:59.167818+05:30,714721,,4026,The first line contains the string.,true,14817,{1},,Write a program that accepts a string and calculate the number of digits and letters,Number of digits and letters,3,true,1235,2
129343,2181,489,0 years 0 mons 0 days 2 hours 0 mins 0.0 secs,2022-06-29T13:20:08.499235+05:30,632022,2181,1064,,true,Python loops,1705,11584,22049,false,3,2181,2,10,true,2023-11-25T12:57:38.357942+05:30,1541261,,11584,Prompt the user to enter a single integer number in the first line.,true,1493278,{1},,"Implement a Python program that checks whether a given number is an Armstrong number or not. An Armstrong number is a number that is equal to the sum of its own digits each raised to the power of the number of digits in the number. For example, 153 is an Armstrong number because 1<sup>3</sup>+5<sup>3</sup>+3<sup>3</sup>=1+125+27=153.<br />
&nbsp;",Armstrong Number Checker,3,true,0,3
129343,2181,489,0 years 0 mons 0 days 2 hours 0 mins 0.0 secs,2022-06-29T13:20:08.499235+05:30,632022,2181,1064,,true,Python loops,1705,10024,22027,false,3,2181,2,10,true,2023-09-16T03:37:53.36519+05:30,822046,,10024,A single positive integer n (0 <= n <= 37) representing the index of the Tribonacci number to be calculated.,true,1541261,{1},,The Tribonacci sequence is a sequence of numbers where each number is the sum of the three preceding numbers. It is defined as follows: T0 = 0 T1 = 1 T2 = 1 Tn+3 = Tn + Tn+1 + Tn+2 for n &gt;= 0 Write a Python code to calculate and return the value of Tn for a given positive integer n.,Tribonacci Number Calculation,3,true,0,3
129343,2181,489,0 years 0 mons 0 days 2 hours 0 mins 0.0 secs,2022-06-29T13:20:08.499235+05:30,632022,2181,1064,,true,Python loops,1705,11555,22019,false,3,2181,2,10,true,2023-11-23T16:49:08.334015+05:30,1541261,,11555,"Input the number of days for the trip in the first line
and then input the daily expenses for each day during the trip in next n lines.",true,1493278,{1},,"You&#39;re developing a program to help a user manage their expenses for a trip. The user wants to keep track of their daily expenses and calculate the total expenditure for the entire trip. Create a Python program that takes the number of days for the trip as input and then asks the user to input the daily expenses for each day using a loop. Finally, the program should calculate and display the total expenses for the trip.<br />
<br />
&nbsp;",Trip Expenses Tracker,3,true,0,3
